"","Category","Type","Organisation","Organisation_type","Country","City","Source"
"691","Divestment","Full","Laval University","Educational Institution","Canada","Quebec City","https://ricochet.media/en/1684/laval-becomes-first-university-in-canada-to-divest-from-fossil-fuels"
"692","Divestment","Full","HCF","For Profit Corporation","Australia","Sydney","https://www.theguardian.com/australia-news/2017/feb/10/health-fund-hcf-divests-from-fossil-fuels-saying-industry-harms-members"
"693","Divestment","Full","Country of Ireland","Government","Ireland","--","http://www.independent.co.uk/news/world/europe/ireland-votes-divest-fossil-fuels-climate-change-world-first-country-parliament-renewable-energy-a7549121.html"
"694","Divestment","Full","Oregon State University","Educational Institution","USA","Corvallis","http://www.gazettetimes.com/news/local/osu-board-votes-to-divest/article_7c828ec8-f5fe-5fa5-a68c-bdfbfe9e10e2.html?platform=hootsuite"
"695","Divestment","Full","University of St. Andrews","Educational Institution","UK","Fife","http://www.thenationalstudent.com/Student/2017-02-16/university_of_st_andrews_divests_from_fossil_fuels.html"
"696","Divestment","Coal Only","Columbia University in the City of New York","Educational Institution","USA","New York","http://news.columbia.edu/coal"
"697","Divestment","Full","National University of Ireland Galway","Educational Institution","Ireland","Galway","http://campus.ie/surviving-college/college-news/nuig-officially-commits-fossil-fuel-divestment"
"698","Divestment","Full","Umeå University","Educational Institution","Sweden","Umeå","http://www.umu.se/english/about-umu/news-events/news/newsdetailpage/umea-university-ends-all-investments-in-fossil-fuels.cid280180"
"699","Divestment","Partial","University of Bristol","Educational Institution","UK","Bristol","http://www.climateactionprogramme.org/news/the-university-of-bristol-divests-from-the-worst-polluters"
"700","Divestment","Coal Only","BVK","Pension Fund","Switzerland","Zurich","https://www.bvk.ch/deu/news_artikel_349372.shtml"
"701","Divestment","Full","Auckland Council","Government","New Zeland","Auckland","http://www.scoop.co.nz/stories/PO1704/S00119/auckland-council-pulls-funding-from-oil-gas-coal-companies.htm"
"702","Divestment","Full","Alingsås Government","Government","Sweden","Alingsås","https://www.alingsas.se/kommun-politik/alingsas-kommun-divesterar-ur-fossila-branslen"
"703","Divestment","Full","Sollentuna Government","Government","Sweden","Sollentuna","https://www.sollentuna.se/globalassets/kommun-och-politik/sa-styrs-sollentuna/sollentuna-forfattningssamling-sfs/ekonomi--och-verksamhetsstyrning/regler-for-kapitalforvaltning.pdf"
"704","Divestment","Full","National Peace Corps Association","NGO","Global","--","http://us13.campaign-archive1.com/?u=da0844e699a37a1d6718a0345&id=67682c3f03&e=80530247a3"
"705","Divestment","Partial","Stroud District Council","Government","UK","Stroud","https://www2.stroud.gov.uk/cmisLIVE_public/Document.ashx?czJKcaeAi5tUFL1DTL2UE4zNRBcoShgo=Q0I07cB4yncBorueF7Cv0u9aMJn540Bs304y0U41dAMrFR1wzYqJNw%3d%3d&rUzwRPf%2bZ3zd4E7Ikn8Lyw%3d%3d=pwRE6AGJFLDNlh225F5QMaQWCtPHwdhUfCZ%2fLUQzgA2uL5jNRG4jdQ%3d%3d&mCTIbCubSFfXsDGW9IXnlg%3d%3d=hFflUdN3100%3d&kCx1AnS9%2fpWZQ40DXFvdEw%3d%3d=hFflUdN3100%3d&uJovDxwdjMPoYv%2bAJvYtyA%3d%3d=ctNJFf55vVA%3d&FgPlIEJYlotS%2bYGoBi5olA%3d%3d=NHdURQburHA%3d&d9Qjj0ag1Pd993jsyOJqFvmyB7X0CSQK=ctNJFf55vVA%3d&WGewmoAfeNR9xqBux0r1Q8Za60lavYmz=ctNJFf55vVA%3d&WGewmoAfeNQ16B2MHuCpMRKZMwaG1PaO=ctNJFf55vVA%3d"
"706","Divestment","Partial","Sheffield City Council","Government","UK","Sheffield","http://gofossilfree.org/uk/press-release/sheffield-votes-for-fossil-fuel-divestment/"
"707","Divestment","Partial","Lewes Town Council","Government","UK","Lewes","https://fossilfreehastings.wordpress.com/lewes-town-council-divestment-motion/"
"708","Divestment","Partial","Brighton & Hove City Council","Government","UK","Brighton","https://gofossilfree.org/uk/brighton-hove-council-votes-for-divestment/"
"709","Divestment","Partial","London Borough of Hackney Pension Fund","Pension Fund","UK","Hackney","https://www.hackneycitizen.co.uk/2017/03/30/fossil-fuels-council-wrecking-planet-claim-green-campaigners/"
"710","Divestment","Partial","Norwich City Council","Government","UK","Norwich","https://cmis.norwich.gov.uk/Live/Document.ashx?czJKcaeAi5tUFL1DTL2UE4zNRBcoShgo=qtpqsrpb77sjoYkNAZfYToFEksjH2dgfIEKR0BWZteucHb4tfzapUw%3d%3d&rUzwRPf%2bZ3zd4E7Ikn8Lyw%3d%3d=pwRE6AGJFLDNlh225F5QMaQWCtPHwdhUfCZ%2fLUQzgA2uL5jNRG4jdQ%3d%3d&mCTIbCubSFfXsDGW9IXnlg%3d%3d=hFflUdN3100%3d&kCx1AnS9%2fpWZQ40DXFvdEw%3d%3d=hFflUdN3100%3d&uJovDxwdjMPoYv%2bAJvYtyA%3d%3d=ctNJFf55vVA%3d&FgPlIEJYlotS%2bYGoBi5olA%3d%3d=NHdURQburHA%3d&d9Qjj0ag1Pd993jsyOJqFvmyB7X0CSQK=ctNJFf55vVA%3d&WGewmoAfeNR9xqBux0r1Q8Za60lavYmz=ctNJFf55vVA%3d&WGewmoAfeNQ16B2MHuCpMRKZMwaG1PaO=ctNJFf55vVA%3d"
"711","Divestment","Full","Reading Borough Council","Government","UK","Reading","https://reading.greenparty.org.uk/news/2015/12/10/reading-council-joins-the-fossil-fuel-divestment-movement/"
"712","Divestment","Full","Riverside Church","Faith-based Organization","USA","NYC","https://gofossilfree.org/riversidechurchdivests/"
"713","Divestment","Coal and Tar Sands Only","AXA I.M.","For Profit Corporation","France","--","https://www.axa-im.com/en/media-centre/-/news/axa-investment-managers-divests-from-companies-most-exposed-to-coal/maximized/R9Y2LxVHwWFf"
"714","Divestment","Full","City of Göttingen","Government","Germany","Göttingen","https://gofossilfree.org/de/press-release/goettingen-zieht-gelder-aus-klimaschaedlichen-kohle-oel-und-gasunternehmen-ab/"
"715","Divestment","Full","Federal State of Bremen","Government","Germany","Bremen","https://globaldivestmentmobilisation.org/bremen-germany-commits-to-divest-2/"
"716","Divestment","Full","The Mission Congregation of the Servants of the Holy Spirit","Faith-based Organization","Global","--","http://www.businessgreen.com/bg/news/3009731/catholic-groups-join-global-fossil-fuel-divestment-drive"
"717","Divestment","Full","The Diocese of Pescara","Faith-based Organization","Italy","Pescara-Penne","http://www.businessgreen.com/bg/news/3009731/catholic-groups-join-global-fossil-fuel-divestment-drive"
"718","Divestment","Full","Il Dialogo","Faith-based Organization","Italy","Rome","http://www.businessgreen.com/bg/news/3009731/catholic-groups-join-global-fossil-fuel-divestment-drive"
"719","Divestment","Full","The Italian Jesuits","Faith-based Organization","Italy","Milano","http://www.businessgreen.com/bg/news/3009731/catholic-groups-join-global-fossil-fuel-divestment-drive"
"720","Divestment","Full","Rete Interdiocesana Nuovi Stili di Vita","Faith-based Organization","Italy","--","http://www.businessgreen.com/bg/news/3009731/catholic-groups-join-global-fossil-fuel-divestment-drive"
"721","Divestment","Full","Siloe Monastic Community","Faith-based Organization","Italy","Cinigiano","http://www.businessgreen.com/bg/news/3009731/catholic-groups-join-global-fossil-fuel-divestment-drive"
"722","Divestment","Full","MGR Foundation","Faith-based Organization","USA","--","http://www.businessgreen.com/bg/news/3009731/catholic-groups-join-global-fossil-fuel-divestment-drive"
"723","Divestment","Full","The Wheaton Franciscan Sisters, Daughters of the Sacred Hearts of Jesus and Mary","Faith-based Organization","USA","Wheaton","http://www.businessgreen.com/bg/news/3009731/catholic-groups-join-global-fossil-fuel-divestment-drive"
"724","Divestment","Full","St Joseph's Province of the Congregation of the Passion","Faith-based Organization","UK","London","http://www.businessgreen.com/bg/news/3009731/catholic-groups-join-global-fossil-fuel-divestment-drive"
"725","Divestment","Full","City of Östersund","Government","Sweden","Östersund","https://gofossilfree.org/se/wp-content/uploads/sites/13/2017/05/Placeringsreglemente.pdf"
"726","Divestment","Full","The Unitarian Church of Vancouver","Faith-based Organization","Canada","Vancouver","http://cusj.org/fossil-free-cuc-congregations/"
"727","Divestment","Full","First Unitarian Church of Victoria","Faith-based Organization","Canada","Victoria","http://cusj.org/fossil-free-cuc-congregations/"
"728","Divestment","Full","First Unitarian Congregation of Ottawa","Faith-based Organization","Canada","Ottawa","http://cusj.org/fossil-free-cuc-congregations/"
"729","Divestment","Full","Unitarian Fellowship of Northwest Toronto","Faith-based Organization","Canada","Toronto","http://cusj.org/fossil-free-cuc-congregations/"
"730","Divestment","Full","Unitarian congregation of Niagara","Faith-based Organization","Canada","St. Catharines","http://cusj.org/fossil-free-cuc-congregations/"
"731","Divestment","Full","Unitarian Fellowship of Peterborough","Faith-based Organization","Canada","Peterborough","http://cusj.org/fossil-free-cuc-congregations/"
"732","Divestment","Full","UUEstrie","Faith-based Organization","Canada","North Hatley","http://cusj.org/fossil-free-cuc-congregations/"
"733","Divestment","Full","Unitarian Church of Calgary","Faith-based Organization","Canada","Calgary","http://cusj.org/fossil-free-cuc-congregations/"
"734","Divestment","Full","Westwood Unitarian Congregation","Faith-based Organization","Canada","Edmonton","http://cusj.org/fossil-free-cuc-congregations/"
"735","Divestment","Full","Legambiente Reggio Emilia","NGO","Italy","Bologna","--"
"736","Divestment","Fossil Free","Windsor University Faculty Association","Other","Canada","Windsor","--"
"737","Divestment","Fossil Free","Unitarian Church of Montréal","Faith-based Organization","Canada","Montreal","--"
"738","Divestment","Full","The Welders","Other","USA","Washington, DC","--"
"739","Divestment","Full","Northland College","Educational Institution","USA","Ashland","https://www.northland.edu/news/northland-college-divests-fossil-fuels/"
"740","Divestment","Partial","Swiss Reinsurance Company Ltd","For Profit Corporation","Switzerland","--","http://media.swissre.com/documents/ZRH-17-11623-P1_Responsible+Investments_WEB.PDF"
"741","Divestment","Full","The City of Capetown","Government","South Africa","--","https://docs.google.com/document/d/1fNn85t66lW-38UZohCIMEHYPOeWFwFKZzGuqFBVG-cU/edit"
"742","Divestment","Partial","New Zealand Superannuation fund","Pension Fund","New Zeland","--","http://www.radionz.co.nz/news/national/316026/super-fund-to-ditch-fossil-fuel-investments"
"743","Divestment","Full","Alternative Bank Schweiz","For Profit Corporation","Switzerland","--","https://www.abs.ch/de/ueber-die-abs/das-abs-geschaeftsmodell/unsere-grundsaetze/toxische-produkte-und-emissionen-mit-hohem-schadenspotenzial/"
"744","Divestment","Coal Only","Bank J. Safra Sarasin","For Profit Corporation","Switzerland","--","https://www.jsafrasarasin.ch/internet/ch/en/sustainable_investment_spotlight_coal_en.pdf"
"745","Divestment","Fossil Free","Canterbury Christ Church University","Educational Institution","UK","Canterbury","https://peopleandplanet.org/blog/2017-08-17/fossil-fuel-divestment-state-sector"
"746","Divestment","Full","University of Chester","Educational Institution","UK","Chester","https://peopleandplanet.org/blog/2017-08-17/fossil-fuel-divestment-state-sector"
"747","Divestment","Fossil Free","University for the Creative Arts","Educational Institution","UK","Farnham","https://peopleandplanet.org/blog/2017-08-17/fossil-fuel-divestment-state-sector"
"748","Divestment","Fossil Free","University of Cumbria","Educational Institution","UK","Carlisle","https://peopleandplanet.org/blog/2017-08-17/fossil-fuel-divestment-state-sector"
"749","Divestment","Full","Newman University","Educational Institution","UK","Birmingham","https://peopleandplanet.org/blog/2017-08-17/fossil-fuel-divestment-state-sector"
"750","Divestment","Fossil Free","Glyndŵr University","Educational Institution","UK","Wrexham","https://peopleandplanet.org/blog/2017-08-17/fossil-fuel-divestment-state-sector"
"751","Divestment","Full","York St John University","Educational Institution","UK","York","https://peopleandplanet.org/blog/2017-08-17/fossil-fuel-divestment-state-sector"
"752","Divestment","Fossil Free","Writtle University College","Educational Institution","UK","Essex","https://peopleandplanet.org/blog/2017-08-17/fossil-fuel-divestment-state-sector"
"753","Divestment","Fossil Free","University of Winchester","Educational Institution","UK","Winchester","https://peopleandplanet.org/blog/2017-08-17/fossil-fuel-divestment-state-sector"
"754","Divestment","Fossil Free","RAAD Red Argentina de Ambiente y Desarrollo","Faith-based Organization","Argentina","Buenos Aires","https://www.theguardian.com/environment/2017/oct/03/catholic-church-to-make-record-divestment-from-fossil-fuels"
"755","Divestment","Full","Red Argentina de Laicos (RELAI)","Faith-based Organization","Argentina","--","https://www.theguardian.com/environment/2017/oct/03/catholic-church-to-make-record-divestment-from-fossil-fuels"
"756","Divestment","Full","Australian Jesuit Province","Faith-based Organization","Australia","--","https://www.theguardian.com/environment/2017/oct/03/catholic-church-to-make-record-divestment-from-fossil-fuels"
"757","Divestment","Full","Abdij OLV van Nazareth","Faith-based Organization","Belgium","--","https://www.theguardian.com/environment/2017/oct/03/catholic-church-to-make-record-divestment-from-fossil-fuels"
"758","Divestment","Full","Broederlijk Delen","Faith-based Organization","Belgium","--","https://www.theguardian.com/environment/2017/oct/03/catholic-church-to-make-record-divestment-from-fossil-fuels"
"759","Divestment","Full","Episcopal Conference of Belgium","Faith-based Organization","Belgium","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"760","Divestment","Full","Gasthuiszusters Augustinessen van Leuven","Faith-based Organization","Belgium","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"761","Divestment","Full","Missionarissen van Scheut","Faith-based Organization","Belgium","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"762","Divestment","Full","Netwerk Rechtvaardigheid en Vrede - Ecokerk","Faith-based Organization","Belgium","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"763","Divestment","Full","Oikocredit Belgium","Faith-based Organization","Belgium","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"764","Divestment","Full","Pax Christi Vlaanderen","Faith-based Organization","Belgium","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"765","Divestment","Full","Salvatorianen of Belgium","Faith-based Organization","Belgium","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"766","Divestment","Full","Vicariaat Vlaams-Brabant en Mechelen","Faith-based Organization","Belgium","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"767","Divestment","Full","Welzijnszorg","Faith-based Organization","Belgium","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"768","Divestment","Full","Zusters van de Bermhertigheid","Faith-based Organization","Belgium","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"769","Divestment","Full","Zusters van Maria","Faith-based Organization","Belgium","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"770","Divestment","Full","Bank für Kirche und Caritas","For Profit Corporation","Germany","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"771","Divestment","Full","Mercedarian Missionaries of Berriz","Faith-based Organization","International","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"772","Divestment","Full","School Sisters of Notre Dame","Faith-based Organization","International","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"773","Divestment","Full","Society of the Sacred Heart","Faith-based Organization","International","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"774","Divestment","Full","Union of Sisters of the Presentation of the Blessed Virgin Mary Generalate","Faith-based Organization","International","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"775","Divestment","Full","Presentation Sisters, North East Province","Faith-based Organization","Ireland","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"776","Divestment","Full","Presentation Sisters, South West Unit","Faith-based Organization","Ireland","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"777","Divestment","Full","ALTIS, Alta Scuola Impresa e Società dell'Università Cattolica del Sacro Cuore","Educational Institution","Italy","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"778","Divestment","Full","Diocese of Assisi","Faith-based Organization","Italy","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"779","Divestment","Full","Diocese of Caserta","Faith-based Organization","Italy","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"780","Divestment","Full","Diocese of Gubbio","Faith-based Organization","Italy","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"781","Divestment","Full","Greenaccord onlus","Faith-based Organization","Italy","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"782","Divestment","Full","Lega Consumatori","Faith-based Organization","Italy","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"783","Divestment","Full","MASCI","Faith-based Organization","Italy","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"784","Divestment","Full","Sacred Convent of Assisi","Faith-based Organization","Italy","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"785","Divestment","Full","Seraphic Institute","Faith-based Organization","Italy","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"786","Divestment","Full","St Patrick's Missionary Society","Faith-based Organization","Kenya","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"787","Divestment","Full","Sierra Leone Young Christian Student movement","Faith-based Organization","Sierra Leone","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"788","Divestment","Full","Archdiocese of Cape Town","Faith-based Organization","South Africa","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"789","Divestment","Full","Catholic Welfare and Development","Faith-based Organization","South Africa","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"790","Divestment","Full","Catholic Action for Animals","Faith-based Organization","UK","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"791","Divestment","Full","Center for Action and Contemplation","Faith-based Organization","USA","--","https://catholicclimatemovement.global/divest-and-reinvest/"
"792","Divestment","Full","City Council of Eindhoven","Government","Netherlands","--","https://www.eindhoven.nl/"
"793","Divestment","Full","Anglican Diocese of Nova Scotia and PEI","Faith-based Organization","Canada","--","https://www.thecoast.ca/halifax/first-in-its-divest-class/Content?oid=10167449"
"794","Divestment","Partial","SCOR Re","For Profit Corporation","France","--","https://www.scor.com/en/media/news-press-releases/scor-announces-further-environmental-sustainability-initiatives"
"795","Divestment","Full","NUI Gallway","Educational Institution","Ireland","--","http://su.nuigalway.ie/nui-galway-commits-fossil-fuel-divestment/"
"796","Divestment","Full","Queens University Belfast","Educational Institution","UK","--","--"
"797","Divestment","Coal and Tar Sands Only","Southampton Solent University","Educational Institution","UK","--","--"
"798","Divestment","Full","University College London","Educational Institution","UK","--","http://www.ucl.ac.uk/greenucl/what-we-do/ethical-investment"
"799","Divestment","Full","London Metropolitan University","Educational Institution","UK","London","http://www.londonmet.ac.uk/media/london-metropolitan-university/london-met-documents/professional-service-departments/estates/sustainability/Ethical-Investment-Policy.pdf"
"800","Divestment","Full","Reading University","Educational Institution","UK","--","http://www.reading.ac.uk/internal/staffportal/news/articles/spsn-671936.aspx"
"801","Divestment","Coal Only","Fonds de solidarité FTQ","For Profit Corporation","Canada","--","http://www.fondsftq.com/en/salle-de-presse/liste-communiques-de-presse/communique.aspx?nom=20170930-Transition-energitique"
"802","Divestment","Full","University of East Anglia","Educational Institution","UK","Norwich","https://thenorwichradical.com/2017/11/10/uea-fossil-free-at-last/"
"803","Divestment","Full","American Public Health Association","Healthcare Institution","USA","--","https://medium.com/@cop23voices/how-the-public-health-community-is-leading-on-climate-change-9ab6d9eed794"
"804","Divestment","Full","Medibank","Healthcare Institution","Australia","--","https://www.marketforces.org.au/medibank-divests/"
"805","Divestment","Coal Only","Johns Hopkins University","Educational Institution","USA","Baltimore","http://mailchi.mp/01c08d5675ad/moving-our-university-toward-a-more-sustainable-future?e=04822329c6"
"806","Divestment","Coal Only","Lloyd's of London Insurance Company","For Profit Corporation","UK","--","https://www.insurancebusinessmag.com/ca/news/environmental/lloyds-corporation-boycotts-coalheavy-investment-85278.aspx"
"807","Divestment","Full","High Street Baptist Church, Tring","Faith-based Organization","UK","Tring","--"
"808","Divestment","Coal and Tar Sands Only","Scottish Episcopal Church","Faith-based Organization","UK","Edinburgh","--"
"809","Divestment","Full","Scottish United Reformed & Congregational College","Faith-based Organization","UK","Glasgow","--"
"810","Divestment","Full","Bristol Quaker Area Meeting","Faith-based Organization","UK","Bristol","--"
"811","Divestment","Full","Chilterns Quaker Area Meeting","Faith-based Organization","UK","--","--"
"812","Divestment","Full","Ipswich and Diss Chilterns Area Meeting","Faith-based Organization","UK","--","--"
"813","Divestment","Full","Kendal and Sedbergh Quaker Area Meeting","Faith-based Organization","UK","--","--"
"814","Divestment","Full","Lancashire Central and North Quaker Area Meeting","Faith-based Organization","UK","--","--"
"815","Divestment","Full","Leeds Quaker Area Meeting","Faith-based Organization","UK","--","--"
"816","Divestment","Full","Leicester Quaker Area Meeting","Faith-based Organization","UK","--","--"
"817","Divestment","Full","Mid Somerset Quaker Area Meeting","Faith-based Organization","UK","--","--"
"818","Divestment","Full","Mid Thames Quaker Area Meeting","Faith-based Organization","UK","--","--"
"819","Divestment","Full","Norfolk and Waveney Quaker Area Meeting","Faith-based Organization","UK","--","--"
"820","Divestment","Full","Wimbledon Congregational Church","Faith-based Organization","UK","Wimbledon, London","--"
"821","Divestment","Full","St Chad's Sutton Coldfield (Church of England)","Faith-based Organization","UK","Sutton Coldfield","--"
"822","Divestment","Full","Climate Stewards","Faith-based Organization","UK","Somerset","--"
"823","Divestment","Full","Noya Fields Family Charitable Funds","Philanthropic Foundation","USA","New York","https://www.prnewswire.com/news-releases/noya-fields-family-charitable-funds-to-join-fossil-fuel-divestiture-movement-300582121.html"
"824","Divestment","Full","Glasgow Caledonian University","Educational Institution","UK","Glasgow","https://www.facebook.com/peopleandplanet/photos/a.10150092260993488.306636.7419863487/10156296644728488/?type=3&theater"
"825","Divestment","Full","University of Huddersfield","Educational Institution","UK","Huddersfield","https://www.examiner.co.uk/news/huddersfield-university-makes-stance-clear-13879485"
"826","Divestment","Full","Evangelische Kirchengemeinde Berlin-Brandenburg-Schlesische-Oberlausitz (EKBO)","Faith-based Organization","Germany","Berlin","https://www.kirchenrecht-ekbo.de/document/24690"
"827","Divestment","Partial","City of Leipzig","Government","Germany","Leipzig","https://ratsinfo.leipzig.de/bi/vo020.asp?VOLFDNR=1008462"
"828","Divestment","Coal Only","Handelskammer Hamburg (Chamber of Commerce)","Pension Fund","Germany","Hamburg","http://www.sueddeutsche.de/news/wirtschaft/wirtschaftsinstitutionen---hamburg-handelskammer-steigt-aus-kohle-investments-aus-dpa.urn-newsml-dpa-com-20090101-171221-99-373630"
"829","Divestment","Partial","Landkreis Osnabrück","Government","Germany","Osnabrück","https://www.noz.de/lokales/osnabrueck/artikel/979157/kreis-osnabrueck-will-rwe-aktien-bis-2018-verkaufen"
"830","Divestment","Full","Palmerston North City","Government","New Zeland","--","https://www.stuff.co.nz/manawatu-standard/news/99949813/ethical-investment-to-be-the-rule-for-ratepayer-money"
"831","Divestment","Full","Lewis & Clark College","Educational Institution","USA","--","https://www.bizjournals.com/portland/news/2018/02/13/lewis-clark-college-votes-to-divest-from-fossil.html"
"832","Divestment","Partial","Fonds de reserve pour les retraites","Pension Fund","France","--","https://www.ipe.com/news/esg/french-pension-reserve-fund-turns-its-back-on-tobacco-coal/10016717.fullarticle"
"833","Divestment","Full","Anglia Ruskin","Educational Institution","UK","Cambridge","https://twitter.com/aledjones_gsi/status/972077345128505344"
"834","Divestment","Full","Monmouthshire County Council","Government","UK","Usk","--"
"835","Divestment","Full","Derby City Council","Government","UK","Derby","--"
"836","Divestment","Full","Global Catholic Climate Movement","NGO","USA","--","--"
"837","Divestment","Full","McGill Association of University Teachers","Educational Institution","Canada","Montreal","--"
"838","Divestment","Full","MP Pension fund","Pension Fund","Denmark","--","https://mppension.dk/nyheder/farvel-til-olie-kul-og-tjaresand/"
"839","Divestment","Full","City of Oldenburg","Government","Germany","Oldenburg","http://www.landkreis-kurier.de/index.php?menuid=106&reporeid=9024"
"840","Divestment","Full","Durham University","Educational Institution","UK","Durham","https://www.dur.ac.uk/news/newsitem/?itemno=34005"
"841","Divestment","Full","Cardiff University","Educational Institution","UK","Cardiff","https://www.cardiff.ac.uk/media/media-statements/cardiff-university-to-stop-investing-in-fossil-fuels"
"842","Divestment","Coal Only","California State Compensation Insurance Fund","For Profit Corporation","USA","--","https://docs.google.com/document/d/1Zo5ot9RDoes-_t9Ey2gLIC6-vU3UNi4V4V1Rz2C0TAY/edit"
"843","Divestment","Full","City of Freiburg","Government","Germany","Freiburg","http://www.badische-zeitung.de/freiburg/freiburg-tritt-fossil-free-bewegung-bei-doch-badenova-darf-weiter-mit-erdgas-handeln--150084318.html"
"844","Divestment","Full","Park Slope synagogue","Faith-based Organization","USA","New York","http://www.brooklyneagle.com/articles/2018/4/18/park-slope-synagogue-cleans-its-portfolio-divesting-chase-bank"
"845","Divestment","Full","Jesuit European Social Centre","Faith-based Organization","Belgium","Brussels","--"
"846","Divestment","Full","Dochters der Liefde - Filles de la Charité","Faith-based Organization","Belgium","Leuven","--"
"847","Divestment","Full","Missionary Franciscan Sisters of the Immaculate Conception","Faith-based Organization","England","--","--"
"848","Divestment","Partial","St Mary of the Angels J&P Group","Faith-based Organization","England","West Sussex","--"
"849","Divestment","Full","Communauté Mission de France","Faith-based Organization","France","Le Perreux-sur-Marne","--"
"850","Divestment","Partial","Secours Catholique - Caritas France","Faith-based Organization","France","Paris","--"
"851","Divestment","Coal Only","Bank im Bistum Essen eG","Faith-based Organization","Germany","Essen","--"
"852","Divestment","Partial","Pax-Bank eG","Faith-based Organization","Germany","Köln","--"
"853","Divestment","Fossil Free","Pax Christi Düren","Faith-based Organization","Germany","Düren","--"
"854","Divestment","Full","Sisters of St. Joseph of Chambery","Faith-based Organization","Ireland","--","--"
"855","Divestment","Full","Sisters of Mercy, Northern Province","Faith-based Organization","Northern Ireland","Dublin","--"
"856","Divestment","Full","Archdiocese of Salerno - Campagna - Acerno","Faith-based Organization","Italy","Salerno","--"
"857","Divestment","Full","Focolare Movement","Faith-based Organization","Italy","Rome","--"
"858","Divestment","Full","Movimento Cristiano Lavoratori","Faith-based Organization","Italy","Rome","--"
"859","Divestment","Fossil Free","Nomadelfia","Faith-based Organization","Italy","Grosseto","--"
"860","Divestment","Full","The Global Catholic Climate Movement (GCCM)","Faith-based Organization","Italy","Rome","--"
"861","Divestment","Fossil Free","Passionists of Holy Hope Province","Faith-based Organization","Netherlands","Haastrecht","--"
"862","Divestment","Full","Justice and Peace National Commission","Faith-based Organization","Portugal","Lisbon","--"
"863","Divestment","Fossil Free","Scottish Catholic International Aid Fund (SCIAF)","Faith-based Organization","UK","Glasgow","--"
"864","Divestment","Full","Caritas Internationalis","Faith-based Organization","Vatican City","--","--"
"865","Divestment","Full","JPB foundation","Philanthropic Foundation","USA","New York","--"
"866","Divestment","Full","University of Nottingham","Educational Institution","UK","Nottingham","https://www.nottingham.ac.uk/news/pressreleases/2018/april/the-university-of-nottingham-fossil-fuel-divestment.aspx"
"867","Divestment","Full","Tertiary Sisters of Saint Francis","Faith-based Organization","Cameroon","--","--"
"868","Divestment","Full","Ursulines of the Chatman Union","Faith-based Organization","Canada","--","https://docs.google.com/document/d/1Q7IfT5a-ouqXEz0ozdJMI6JfUcUoibepfgp71cH3UD4/edit"
"869","Divestment","Full","China Biodiversity Conservation and Green Development Foundation","NGO","China","--","https://docs.google.com/document/d/1Q7IfT5a-ouqXEz0ozdJMI6JfUcUoibepfgp71cH3UD4/edit"
"870","Divestment","Full","International Association of World Peace Advocates","NGO","Nigeria","--","https://docs.google.com/document/d/1Q7IfT5a-ouqXEz0ozdJMI6JfUcUoibepfgp71cH3UD4/edit"
"871","Divestment","Fossil Free","Lay Dominicans","Faith-based Organization","Rwanda","--","--"
"872","Divestment","Full","Trees for Uganda","NGO","Uganda","--","--"
"873","Divestment","Fossil Free","Catholic Charities Diocese of Stockton","Faith-based Organization","USA","--","--"
"874","Divestment","Full","Catholic Parish cluster St Pius, St. Mary, St. Anthony","Faith-based Organization","USA","--","--"
"875","Divestment","Full","Catholic Network","Faith-based Organization","USA","--","--"
"876","Divestment","Full","Change Finance","For Profit Corporation","USA","--","http://www.change-finance.com/#what-we-do"
"877","Divestment","Full","University of Bath","Educational Institution","UK","Bath","http://www.bath.ac.uk/news/2018/05/08/university-to-divest-from-direct-holdings-in-fossil-fuels/"
